X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,date_updated,email,dis_status,POINT_X,POINT_Y
-118.509680055706,34.0296699668054,70530,DOE Private Schools,19649806977441,Education,Private and Charter Schools,,,Carlthorp,438 San Vicente Boulevard,,Santa Monica,CA,,310-451-1332,,,,79476,"Non-religious, Coeducational, K-6",90402,http://egis3.lacounty.gov/lms/?p=79476,publish,34.02967,-118.50968,2015/11/16 18:53:23+00,ken@carlthorpbusiness.org,,6407241.07417713,1833569.38727164
-118.385870055894,33.9648499667736,70531,DOE Private Schools,19647337094428,Education,Private and Charter Schools,,,Carousel,7899 La Tijera Boulevard,,Los Angeles,CA,,310-645-9222,,,,79477,"Non-religious, Coeducational, 2-12",90045,http://egis3.lacounty.gov/lms/?p=79477,publish,33.96485,-118.38587,2015/11/16 18:53:23+00,karen.dexter@carouselschool.com,,6444663.81626064,1809813.11752707
-118.385560055455,33.9625199670821,70532,DOE Private Schools,19647330112953,Education,Private and Charter Schools,,,Carousel - Airport Blvd,8333 Airport Boulevard,,Los Angeles,CA,,310-216-6641,,,,79478,"Non-religious, Coeducational, K-2",90045,http://egis3.lacounty.gov/lms/?p=79478,publish,33.96252,-118.38556,2015/11/16 18:53:23+00,karen.dexter@carouselschool.com,,6444754.56411064,1808964.82624464
-118.249110055664,33.8703299674405,70533,DOE Private Schools,19647336958219,Education,Private and Charter Schools,,,Carson Christian School,17705 Central Avenue,,Carson,CA,,310-609-2300,,,,79479,"Religious, Coeducational, K-12",90746,http://egis3.lacounty.gov/lms/?p=79479,publish,33.87033,-118.24911,2015/11/16 18:53:23+00,ccoc238@gmail.com,,6486047.89687814,1775284.25417022
-118.518820056507,34.2505299663946,70534,DOE Private Schools,19647336977458,Education,Private and Charter Schools,,,Casa Montessori,17633 Lassen Street,,Northridge,CA,,818-886-7922,,,,79480,"Non-religious, Coeducational, K-6",91325,http://egis3.lacounty.gov/lms/?p=79480,publish,34.25053,-118.51882,2015/11/16 18:53:23+00,casamontessori@aol.com,,6404886.59791496,1913957.53784673
-118.301690056133,33.9245099666308,70535,DOE Private Schools,19647336906952,Education,Private and Charter Schools,,,Castle Elementary School School,1435 West 120th Street,,Los Angeles,CA,,323-756-9191,,,,79481,", Coeducational, K-6",90047,http://egis3.lacounty.gov/lms/?p=79481,publish,33.92451,-118.30169,2015/11/16 18:53:23+00,leeeungkyu@aol.com,,6470145.38439189,1795045.27140665
-118.347820055827,34.0608099671301,70536,DOE Private Schools,19647336960918,Education,Private and Charter Schools,,,Cathedral Chapel Elementary School,755 South Cochran Avenue,,Los Angeles,CA,,323-938-9976,,,,79482,"Religious, Coeducational, K-8",90036,http://egis3.lacounty.gov/lms/?p=79482,publish,34.06081,-118.34782,2015/11/16 18:53:23+00,tkipp@cathedralchapel.org,,6456322.42417698,1844692.58943464
-118.234350055974,34.0697399671477,70537,DOE Private Schools,19647336934442,Education,Private and Charter Schools,,,Cathedral High School School,1253 Bishops Road,,Los Angeles,CA,,323-225-2438,,,,79483,"Religious, Boys Only, 9-12",90012,http://egis3.lacounty.gov/lms/?p=79483,publish,34.06974,-118.23435,2015/11/16 18:53:23+00,brjohnm@cathedralhighschool.org,,6490697.77668597,1847842.8557719
-118.410930056235,34.2013699661316,70538,DOE Private Schools,19647336142913,Education,Private and Charter Schools,,,CCD Private Home School,12727 Sherman Way,,North Hollywood,CA,,818-564-9472,,,,79484,"Religious, Coeducational, 4-12",91605,http://egis3.lacounty.gov/lms/?p=79484,publish,34.20137,-118.41093,2015/11/16 18:53:23+00,ccdinc@charitycaringdo.com,,6437416.84879921,1895916.68908598
-118.340290056429,33.9928799669861,70539,DOE Private Schools,19647337104896,Education,Private and Charter Schools,,,CCDC Of Little Angels,3808 West 54th Street,,Los Angeles,CA,,323-299-0189,,,,79485,", Coeducational, K-6",90043,http://egis3.lacounty.gov/lms/?p=79485,publish,33.99288,-118.34029,2015/11/16 18:53:23+00,littleangels5527@sbcglobal.net,,6458519.41617405,1819963.8426324
-118.190160056094,34.1117999665895,70540,DOE Private Schools,19647336145809,Education,Private and Charter Schools,,,CDM Christian Elementary School School,121 North Avenue 60,,Los Angeles,CA,,323-551-6847,,,,79486,"Religious, Coeducational, K-7",90042,http://egis3.lacounty.gov/lms/?p=79486,publish,34.1118,-118.19016,2015/11/16 18:53:23+00,cdmschool@cdmchristianschool.org,,6504109.59139772,1863120.9964754
-118.476200056188,34.2315099667937,70541,DOE Private Schools,19647336935134,Education,Private and Charter Schools,,,Centers of Learning,8854 Haskell Avenue,,North Hills,CA,,818-894-3213,,,,79487,"Religious, Coeducational, K-12",91343,http://egis3.lacounty.gov/lms/?p=79487,publish,34.23151,-118.4762,2015/11/16 18:53:23+00,debra.grill@centersoflearning.com,,6417733.1680223,1906972.1466338
-118.080450056268,33.8475399670493,70542,DOE Private Schools,19642126148605,Education,Private and Charter Schools,,,Cerritos Lane Pre-School,20223 Cabrillo Lane,,Cerritos,CA,,562-865-0482,,,,79488,"Non-religious, Coeducational, K-K",90703,http://egis3.lacounty.gov/lms/?p=79488,publish,33.84754,-118.08045,2015/11/16 18:53:23+00,Aries43jks@aol.com,,6537241.42933339,1766906.47729065
-118.357190055424,33.7808899669793,70543,DOE Private Schools,19648656934467,Education,Private and Charter Schools,,,Chadwick,26800 South Academy Drive,,Palos Verdes Peninsula,CA,,310-377-1543,,,,79489,"Non-religious, Coeducational, K-12",90274,http://egis3.lacounty.gov/lms/?p=79489,publish,33.78089,-118.35719,2015/11/16 18:53:23+00,thill@chadwickschool.org,,6453122.4555113,1742833.8433494
-118.565670055561,34.2570499664795,70544,DOE Private Schools,19647336977482,Education,Private and Charter Schools,,,Chaminade College Preparatory,19800 Devonshire Street,,Chatsworth,CA,,818-363-8127,,,,79490,"Religious, Coeducational, 6-8",91311,http://egis3.lacounty.gov/lms/?p=79490,publish,34.25705,-118.56567,2015/11/16 18:53:23+00,jkoller@chaminade.org,,6390742.35619038,1916406.62087506
-118.636740055662,34.2067399663829,70545,DOE Private Schools,19647336934475,Education,Private and Charter Schools,,,Chaminade College Preparatory,7500 Chaminade Avenue,,West Hills,CA,,818-347-8300,,,,79491,"Religious, Coeducational, 9-12",91304,http://egis3.lacounty.gov/lms/?p=79491,publish,34.20674,-118.63674,2015/11/16 18:53:23+00,jkoller@chaminade.org,,6369151.49484463,1898226.71333732
-118.266080056723,34.2391899669261,70546,DOE Private Schools,19645686907224,Education,Private and Charter Schools,,,Chamlian Armenian School,4444 Lowell Avenue,,Glendale,CA,,818-957-3398,,,,79492,"Religious, Coeducational, 1-8",91214,http://egis3.lacounty.gov/lms/?p=79492,publish,34.23919,-118.26608,2015/11/16 18:53:23+00,talin.kargodorian@chamlian.org,,6481251.64761239,1909532.52701172
-118.163090056395,34.1592699663821,70547,DOE Private Schools,19648816977490,Education,Private and Charter Schools,,,Chandler School,1005 Armada Drive,,Pasadena,CA,,626-795-9314,,,,79493,"Non-religious, Coeducational, K-8",91103,http://egis3.lacounty.gov/lms/?p=79493,publish,34.15927,-118.16309,2015/11/16 18:53:23+00,info@chandlerschool.org,,6512331.60185656,1880381.78150757
-118.081660055973,33.8714899670424,70548,DOE Private Schools,19642126148696,Education,Private and Charter Schools,,,Charisma High School School,17510 Pioneer Boulevard,,Artesia,CA,,562-219-5912,,,,79494,"Religious, Coeducational, 9-12",90701,http://egis3.lacounty.gov/lms/?p=79494,publish,33.87149,-118.08166,2015/11/16 18:53:23+00,pcokpala@gmail.com,,6536881.08950289,1775622.77120973
-118.599260056119,34.2726699663571,70549,DOE Private Schools,19647336905533,Education,Private and Charter Schools,,,Chatsworth Hills Academy,21523 Rinaldi Street,,Chatsworth,CA,,818-998-4037,,,,79495,"Non-religious, Coeducational, K-8",91311,http://egis3.lacounty.gov/lms/?p=79495,publish,34.27267,-118.59926,2015/11/16 18:53:23+00,info@chaschool.org,,6380626.50306255,1922149.73734157
-118.375950056464,34.0487199669558,70550,DOE Private Schools,19647337084502,Education,Private and Charter Schools,,,Cheder Menachem,1606 South La Cienega Boulevard,,Los Angeles,CA,,310-623-1470,,,,79496,"Religious, Boys Only, K-8",90035,http://egis3.lacounty.gov/lms/?p=79496,publish,34.04872,-118.37595,2015/11/16 18:53:23+00,rl@chedermla.com,,6447785.97733913,1840323.5082778
-118.344260056331,34.0854599667455,70551,DOE Private Schools,19647337082019,Education,Private and Charter Schools,,,Cheder of Los Angeles,801 North La Brea Avenue,,Los Angeles,CA,,323-935-9274,,,,79497,"Religious, Coeducational, K-8",90038,http://egis3.lacounty.gov/lms/?p=79497,publish,34.08546,-118.34426,2015/11/16 18:53:23+00,esthermayerfeld@sbcglobal.net,,6457431.39735273,1853659.43075289
-118.1919000567,33.8963799676514,70552,DOE Private Schools,19734377079296,Education,Private and Charter Schools,,,"""Children """"R"""" Us""",4611 East Compton Boulevard,,East Rancho Dominguez,CA,,310-638-9622,,,,79498,"Non-religious, Coeducational, K-K",90221,http://egis3.lacounty.gov/lms/?p=79498,publish,33.89638,-118.1919,2015/11/16 18:53:23+00,jetj123@yahoo.com,,6503433.23645122,1784726.35864556
-118.19218005649,33.8963699672726,70553,DOE Private Schools,19734376931943,Education,Private and Charter Schools,,,"""Children """"R"""" Us""",4601 East Compton Boulevard,,Compton,CA,,310-638-9622,,,,79499,"Non-religious, Coeducational, 1-6",90221,http://egis3.lacounty.gov/lms/?p=79499,publish,33.89637,-118.19218,2015/11/16 18:53:23+00,jetj123@yahoo.com,,6503348.25630622,1784722.8816184
-118.132850056417,33.9441599668554,70554,DOE Private Schools,19644516133524,Education,Private and Charter Schools,,,Children's Academy of Success,10839 La Reina Avenue,,Downey,CA,,562-231-4373,,,,79500,"Religious, Coeducational, K-2",90240,http://egis3.lacounty.gov/lms/?p=79500,publish,33.94416,-118.13285,2015/11/16 18:53:23+00,childrensacademyofsuccessca@gmail.com,,6521376.47779563,1802085.62346764
-118.453260056049,34.1844899661264,70555,DOE Private Schools,19647336993554,Education,Private and Charter Schools,,,Children's Community School,14702 Sylvan Street,,Van Nuys,CA,,818-780-6226,,,,79501,"Non-religious, Coeducational, K-6",91411,http://egis3.lacounty.gov/lms/?p=79501,publish,34.18449,-118.45326,2015/11/16 18:53:23+00,info@ccsteaches.org,,6424589.85050313,1889828.8347919
-118.327900056406,33.9600399666065,70556,DOE Private Schools,19646347087075,Education,Private and Charter Schools,,,Children's Enrichment Center - Artes de Montessori,3209 West Manchester Boulevard,,Inglewood,CA,,323-750-4990,,,,79502,"Non-religious, Coeducational, K-K",90305,http://egis3.lacounty.gov/lms/?p=79502,publish,33.96004,-118.3279,2015/11/16 18:53:23+00,childrensenrichment@outlook.com,,6462236.15414739,1808000.25435489
-118.328890056351,33.8321699676305,70557,DOE Private Schools,19650606206734,Education,Private and Charter Schools,,,"Children's Place Montessori, The",1625 Crenshaw Boulevard,,Torrance,CA,,310-782-9634,,,,79503,"Non-religious, Coeducational, 1-6",90501,http://egis3.lacounty.gov/lms/?p=79503,publish,33.83217,-118.32889,2015/11/16 18:53:23+00,thechildrenspl@aol.com,,6461783.68326755,1761466.57445656
-117.704330057585,34.0995099674109,70558,DOE Private Schools,19643946901037,Education,Private and Charter Schools,,,Children's School at Claremont,654 East 6th Street,,Claremont,CA,,909-621-8086,,,,79504,"Non-religious, Coeducational, K-K",91711,http://egis3.lacounty.gov/lms/?p=79504,publish,34.09951,-117.70433,2015/11/16 18:53:23+00,sheri.ripley@cmc.edu,,6651181.63517955,1858725.64535798
-118.616700055823,34.1685399666881,70559,DOE Private Schools,19647336139117,Education,Private and Charter Schools,,,Child's World School,5414 Capistrano Avenue,,Woodland Hills,CA,,818-224-4040,,,,79505,"Non-religious, Coeducational, K-1",91367,http://egis3.lacounty.gov/lms/?p=79505,publish,34.16854,-118.6167,2015/11/16 18:53:23+00,evanelevi@gmail.com,,6375125.2374903,1884287.52566457
-118.527230055922,34.1806799663316,70560,DOE Private Schools,19647336961585,Education,Private and Charter Schools,,,Child's World School,6100 Lindley Avenue,,Encino,CA,,818-343-8122,,,,79506,"Non-religious, Coeducational, K-2",91316,http://egis3.lacounty.gov/lms/?p=79506,publish,34.18068,-118.52723,2015/11/16 18:53:23+00,evanelevi@gmail.com,,6402211.84965555,1888551.43314722
-118.098200057119,34.0926999666368,70561,DOE Private Schools,19752917078520,Education,Private and Charter Schools,,,Christ Centered Pasadena Christian School,204 Pearl Street,,San Gabriel,CA,,626-614-0815,,,,79507,"Religious, Coeducational, K-12",91776,http://egis3.lacounty.gov/lms/?p=79507,publish,34.0927,-118.0982,2015/11/16 18:53:23+00,laureenccpcs@earthlink.net,,6531938.74341647,1856130.22633623
-118.115650055966,33.8888699674175,70562,DOE Private Schools,19643037097082,Education,Private and Charter Schools,,,Christ Heritage Academy,10248 Alondra Boulevard,,Bellflower,CA,,562-867-8084,,,,79508,"Religious, Coeducational, K-6",90706,http://egis3.lacounty.gov/lms/?p=79508,publish,33.88887,-118.11565,2015/11/16 18:53:23+00,,,6526570.14391747,1781957.89436623
-118.310060055608,33.7573699675058,70563,DOE Private Schools,19647336960942,Education,Private and Charter Schools,,,Christ Lutheran Church and School,28850 South Western Avenue,,Rancho Palos Verdes,CA,,310-831-0848,,,,79509,"Religious, Coeducational, K-8",90275,http://egis3.lacounty.gov/lms/?p=79509,publish,33.75737,-118.31006,2015/11/16 18:53:23+00,office@clschool.org,,6467418.5253443,1734226.74146914
-117.891200057058,34.0680999675972,70564,DOE Private Schools,19644366967871,Education,Private and Charter Schools,,,Christ Lutheran Elementary School,311 South Citrus Street,,West Covina,CA,,626-967-7531,,,,79510,"Religious, Coeducational, K-8",91791,http://egis3.lacounty.gov/lms/?p=79510,publish,34.0681,-117.8912,2015/11/16 18:53:23+00,cls@clswc.org,,6594620.91726448,1847181.13235781
-118.326180056648,34.0821999663773,70565,DOE Private Schools,19647336960959,Education,Private and Charter Schools,,,Christ the King Elementary School,617 North Arden Boulevard,,Los Angeles,CA,,323-462-4753,,,,79511,"Religious, Coeducational, K-8",90004,http://egis3.lacounty.gov/lms/?p=79511,publish,34.0822,-118.32618,2015/11/16 18:53:23+00,ruthcanderson@cksla.org,,6462901.99435113,1852454.80422515
-117.907640057321,34.1281699671297,70566,DOE Private Schools,19642797072101,Education,Private and Charter Schools,,,Christbridge Academy,405 South Azusa Avenue,,Azusa,CA,,626-969-7400,,,,79512,"Religious, Coeducational, K-12",91702,http://egis3.lacounty.gov/lms/?p=79512,publish,34.12817,-117.90764,2015/11/16 18:53:23+00,cba@christbridge.net,,6589621.90003155,1869036.74153364
-118.256340056559,33.9123899672951,70567,DOE Private Schools,19734376979553,Education,Private and Charter Schools,,,Christian New Life Academy,2302 132nd Street,,Los Angeles,CA,,310-528-3254,,,,79513,"Religious, Coeducational, K-8",90059,http://egis3.lacounty.gov/lms/?p=79513,publish,33.91239,-118.25634,2015/11/16 18:53:23+00,obd2009@live.com,,6483892.12133405,1790596.35313915
-118.400190055453,33.8869499672959,70568,DOE Private Schools,19753336145197,Education,Private and Charter Schools,,,Circle of Love,1100 North Poinsettia Avenue,,Manhattan Beach,CA,,310-545-5653,,,,79514,"Religious, Coeducational, K-K",90266,http://egis3.lacounty.gov/lms/?p=79514,publish,33.88695,-118.40019,2015/11/16 18:53:23+00,abuelita7nancy@yahoo.com,,6440208.74971147,1781480.75293206
-117.749560057524,34.1066099673673,70569,DOE Private Schools,19643947087141,Education,Private and Charter Schools,,,City of Knowledge,3285 North Garey Avenue,,Pomona,CA,,909-392-0251,,,,79515,"Religious, Coeducational, K-12",91767,http://egis3.lacounty.gov/lms/?p=79515,publish,34.10661,-117.74956,2015/11/16 18:53:23+00,hshaikley@gmail.com,,6637482.27183031,1861272.26231198
-118.087060056251,34.1278799673346,70570,DOE Private Schools,19649646967889,Education,Private and Charter Schools,,,Clairbourn School,8400 Huntington Drive,,San Gabriel,CA,,626-286-3108,,,,79516,"Non-religious, Coeducational, K-8",91775,http://egis3.lacounty.gov/lms/?p=79516,publish,34.12788,-118.08706,2015/11/16 18:53:23+00,info@clairbourn.org,,6535322.63986389,1868929.77094705
-118.337050055928,34.0327299669615,70571,DOE Private Schools,19647337026230,Education,Private and Charter Schools,,,Cleophas Oliver Learning Academy,4449 West Adams,,Los Angeles,CA,,323-737-6803,,,,79517,"Non-religious, Coeducational, K-3",90016,http://egis3.lacounty.gov/lms/?p=79517,publish,34.03273,-118.33705,2015/11/16 18:53:23+00,cleoacademy@aol.com,,6459550.17001805,1834462.67321473
-118.311420056429,33.9744099667857,70572,DOE Private Schools,19647337092992,Education,Private and Charter Schools,,,Cleophas Oliver Learning Academy,1902 West Florence,,Los Angeles,CA,,323-751-3906,,,,79518,"Non-religious, Coeducational, K-5",90047,http://egis3.lacounty.gov/lms/?p=79518,publish,33.97441,-118.31142,2015/11/16 18:53:23+00,cleoacademy@aol.com,,6467249.82423814,1813213.88631606
-118.317785296321,33.7919520575294,70573,DOE Private Schools,19647337067689,Education,Private and Charter Schools,,,Coastal Academy,22501 Oak Avenue,,Lomita,CA,,310-644-0433,,,,79519,"Religious, Coeducational, K-12",90717,http://egis3.lacounty.gov/lms/?p=79519,publish,33.79195209,-118.31778524,2015/11/16 17:57:22+00,coastal.academy@yahoo.com,,6465110.0083078,1746819.42232047
-118.414050056051,34.1883199662595,70574,DOE Private Schools,19647330115824,Education,Private and Charter Schools,,,Coldwater Canyon Prep,6455 Coldwater Canyon Avenue,,Valley Glen,CA,,818-623-6300,,,,79520,"Non-religious, Coeducational, 9-12",91606,http://egis3.lacounty.gov/lms/?p=79520,publish,34.18832,-118.41405,2015/11/16 18:53:23+00,clee@thehelpgroup.org,,6436453.89304797,1891171.46990189
-118.404530056344,33.9691399673234,70575,DOE Private Schools,19647336136543,Education,Private and Charter Schools,,,College Bound 4 Kids,6550 West 80th Street,,Los Angeles,CA,,424-235-0356,,,,79521,"Non-religious, Coeducational, K-9",90045,http://egis3.lacounty.gov/lms/?p=79521,publish,33.96914,-118.40453,2015/11/16 18:53:23+00,collegebound4kids@yahoo.com,,6439011.89810255,1811396.57367773
-118.359680056384,33.9886299668142,70576,DOE Private Schools,19647337072747,Education,Private and Charter Schools,,,Communion Christian Academy,4729 West Slauson,,Los Angeles,CA,,323-296-8761,,,,79522,", Coeducational, K-6",90056,http://egis3.lacounty.gov/lms/?p=79522,publish,33.98863,-118.35968,2015/11/16 18:53:23+00,noblehenson@att.net,,6452636.28358339,1818437.65408373
-118.425400055816,34.3187199665425,70577,DOE Private Schools,19647336935175,Education,Private and Charter Schools,,,Concordia Junior/Senior High School School,13570 Eldridge Avenue,,Sylmar,CA,,818-362-5861,,,,79523,"Religious, Coeducational, 7-12",91342,http://egis3.lacounty.gov/lms/?p=79523,publish,34.31872,-118.4254,2015/11/16 18:53:23+00,concordiaoffice@yahoo.com,,6433222.29419622,1938640.31623697
-118.493690055671,34.2722199659588,70578,DOE Private Schools,19647336963037,Education,Private and Charter Schools,,,Concordia School - Granada Hills,16603 San Fernando Mission Boulevard,,Granada Hills,CA,,818-368-0892,,,,79524,"Religious, Coeducational, K-6",91344,http://egis3.lacounty.gov/lms/?p=79524,publish,34.27222,-118.49369,2015/11/16 18:53:23+00,katy.moore@concordiaschoolsla.org,,6412519.41138947,1921812.58086364
-118.273380056598,34.0995599665733,70579,DOE Private Schools,19647336132757,Education,Private and Charter Schools,,,Cornerstone Academy of Los Angeles,2132 Hyperion Avenue,,Los Angeles,CA,,323-663-4703,,,,79525,"Non-religious, Coeducational, 5-12",90027,http://egis3.lacounty.gov/lms/?p=79525,publish,34.09956,-118.27338,2015/11/16 18:53:23+00,paulas_kids@yahoo.com,,6478907.13983423,1858724.73066165
-118.443480056008,34.4287499659481,70580,DOE Private Schools,19649987080153,Education,Private and Charter Schools,,,Cornerstone Christian,17649 Scherzinger Lane,,Santa Clarita,CA,,661-251-9732,,,,79526,"Religious, Coeducational, 1-12",91387,http://egis3.lacounty.gov/lms/?p=79526,publish,34.42875,-118.44348,2015/11/16 18:53:23+00,ccs@mykenfield.com,,6427939.79951188,1978705.59306164
-118.542310055441,34.2704899664609,70581,DOE Private Schools,19647336201883,Education,Private and Charter Schools,,,Cornerstone Christian Academy,11031 Yolanda Avenue,,Northridge,CA,,818-427-1182,,,,79527,"Religious, Coeducational, 1-12",91326,http://egis3.lacounty.gov/lms/?p=79527,publish,34.27049,-118.54231,2015/11/16 18:53:23+00,david@wirent.com,,6397827.34333272,1921258.70762756
-118.524190055817,34.0443599663122,70582,DOE Private Schools,19647336960983,Education,Private and Charter Schools,,,Corpus Christi Elementary School,890 Toyopa Drive,,Pacific Palisades,CA,,310-454-9411,,,,79528,"Religious, Coeducational, K-8",90272,http://egis3.lacounty.gov/lms/?p=79528,publish,34.04436,-118.52419,2015/11/16 18:53:23+00,school@cchristi.org,,6402872.56979081,1838937.90474981
-118.396720056666,34.1662299669567,70583,DOE Private Schools,19647336979165,Education,Private and Charter Schools,,,"Country School, The",5243 Laurel Canyon Boulevard,,Valley Village,CA,,818-769-2473,,,,79529,"Non-religious, Coeducational, K-8",91607,http://egis3.lacounty.gov/lms/?p=79529,publish,34.16623,-118.39672,2015/11/16 18:53:23+00,hnovick@country-school.org,,6441663.05224906,1883111.44501148
-118.601740056204,34.1997799667186,70584,DOE Private Schools,19647336934616,Education,Private and Charter Schools,,,"Coutin School, LLC",7119 Owensmouth Avenue,,Canoga Park,CA,,818-992-0301,,,,79530,"Non-religious, Coeducational, 5-12",91303,http://egis3.lacounty.gov/lms/?p=79530,publish,34.19978,-118.60174,2015/11/16 18:53:23+00,coutinschool@coutinschool.com,,6379718.47895998,1895628.6968798
-118.165950056718,34.599199966123,70585,DOE Private Schools,19651027103260,Education,Private and Charter Schools,,,Covenant Christian,2013 Clearwater Avenue,,Palmdale,CA,,661-274-8285,,,,79531,"Religious, Coeducational, 1-12",93551,http://egis3.lacounty.gov/lms/?p=79531,publish,34.5992,-118.16595,2015/11/16 18:53:23+00,covenantchristianofav@gmail.com,,6511730.69328147,2040482.53512432
-118.630520055554,34.1980699660416,70586,DOE Private Schools,19647336203319,Education,Private and Charter Schools,,,Crane Academy of Excellence,23119 Vose Street,,West Hills,CA,,818-716-7220,,,,79532,"Non-religious, Coeducational, K-12",91307,http://egis3.lacounty.gov/lms/?p=79532,publish,34.19807,-118.63052,2015/11/16 18:53:23+00,slcrane@pacbell.net,,6371012.30050622,1895059.75083923
-118.449840056497,34.1845099661063,70587,DOE Private Schools,19647337095342,Education,Private and Charter Schools,,,"Crawford Academy, The",14530 Sylvan Street,,Van Nuys,CA,,818-909-5265,,,,79533,"Non-religious, Coeducational, 6-12",91411,http://egis3.lacounty.gov/lms/?p=79533,publish,34.18451,-118.44984,2015/11/16 18:53:23+00,msventura@crawfordacademy.org,,6425624.19456305,1889831.4666764
-118.135510056474,33.9441199667679,70588,DOE Private Schools,19644516206759,Education,Private and Charter Schools,,,Creative Beginnings,8033 East 3rd Street,,Downey,CA,,562-861-1499,,,,79534,"Non-religious, Coeducational, K-5",90241,http://egis3.lacounty.gov/lms/?p=79534,publish,33.94412,-118.13551,2015/11/16 18:53:23+00,cbekids@aol.com,,6520569.67166647,1802072.14350773
-118.428260056337,34.0549599667214,70589,DOE Private Schools,19647336143523,Education,Private and Charter Schools,,,Creative Center for Children,10547 Santa Monica Boulevard,,Los Angeles,CA,,310-475-9004,,,,79535,"Non-religious, Coeducational, K-K",90025,http://egis3.lacounty.gov/lms/?p=79535,publish,34.05496,-118.42826,2015/11/16 18:53:23+00,ccpreschool10547@gmail.com,,6431949.77771239,1842657.73392431
-118.001520057238,34.038119967433,70590,DOE Private Schools,19642957023187,Education,Private and Charter Schools,,,Creative Corners,13628 Lomitas Avenue,,Avocado Heights,CA,,626-330-3725,,,,79536,"Non-religious, Coeducational, K-1",91746,http://egis3.lacounty.gov/lms/?p=79536,publish,34.03812,-118.00152,2015/11/16 18:53:23+00,manpas97@aol.com,,6561209.82463796,1836252.99640572
-118.145390056153,33.872449967456,70591,DOE Private Schools,19643036926505,Education,Private and Charter Schools,,,Creative Day Academy,8740 Ramona Street,,Bellflower,CA,,562-634-7527,,,,79537,"Non-religious, Coeducational, K-1",90706,http://egis3.lacounty.gov/lms/?p=79537,publish,33.87245,-118.14539,2015/11/16 18:53:23+00,mr.cooper@oaschools.com,,6517535.31028114,1775993.98733081
-118.39620005619,33.8881299670885,70592,DOE Private Schools,19753336139075,Education,Private and Charter Schools,,,Creative Kids,1203 North Sepulveda Boulevard,,Manhattan Beach,CA,,310-546-6540,,,,79538,"Non-religious, Coeducational, K-1",90266,http://egis3.lacounty.gov/lms/?p=79538,publish,33.88813,-118.3962,2015/11/16 18:53:23+00,evanelevi@gmail.com,,6441421.43987139,1781905.38233215
-117.968880056694,34.0928699668598,70593,DOE Private Schools,19642876201891,Education,Private and Charter Schools,,,Creative Planet School of the Arts,4428 North Stewart Avenue,,Baldwin Park,CA,,626-856-1710,,,,79539,"Non-religious, Coeducational, K-8",91706,http://egis3.lacounty.gov/lms/?p=79539,publish,34.09287,-117.96888,2015/11/16 18:53:23+00,billy.rugh@cpsoa.org,,6571092.37639514,1856179.03004439
-118.330450056199,33.9953099668028,70594,DOE Private Schools,19647337092786,Education,Private and Charter Schools,,,Crenshaw Totacademy,5148 Crenshaw Boulevard,,Los Angeles,CA,,323-299-6705,,,,79540,"Non-religious, Coeducational, K-5",90043,http://egis3.lacounty.gov/lms/?p=79540,publish,33.99531,-118.33045,2015/11/16 18:53:23+00,yaletrixie@earthlink.net,,6461505.07719748,1820838.21325898
-118.267980056136,34.2326099669716,70595,DOE Private Schools,19647336977607,Education,Private and Charter Schools,,,Crescenta Valley Adventist School,6245 Honolulu Avenue,,La Crescenta,CA,,818-249-1504,,,,79541,"Religious, Coeducational, K-8",91214,http://egis3.lacounty.gov/lms/?p=79541,publish,34.23261,-118.26798,2015/11/16 18:53:23+00,principal@cvas.net,,6480671.01885238,1907139.47996056
-118.520470055561,34.1616699667264,70596,DOE Private Schools,19647336934632,Education,Private and Charter Schools,,,Crespi Carmelite High School,5031 Alonzo Avenue,,Encino,CA,,818-345-1672,,,,79542,"Religious, Boys Only, 9-12",91316,http://egis3.lacounty.gov/lms/?p=79542,publish,34.16167,-118.52047,2015/11/16 18:53:23+00,jschild@crespi.org,,6404220.54380089,1881622.78689957
-118.179230056536,34.1947299664922,70597,DOE Private Schools,19646596990618,Education,Private and Charter Schools,,,Crestview Preparatory School,140 Foothill Boulevard,,La Canada,CA,,818-952-0925,,,,79543,"Non-religious, Coeducational, K-6",91011,http://egis3.lacounty.gov/lms/?p=79543,publish,34.19473,-118.17923,2015/11/16 18:53:23+00,btaylor@crestviewprep.org,,6507471.87010622,1893294.61198106
-118.211540056274,34.045699966995,70598,DOE Private Schools,19647337100548,Education,Private and Charter Schools,,,Cristo Viene Christian School,132 North Chicago Street,,Los Angeles,CA,,323-963-8767,,,,79544,"Religious, Coeducational, K-12",90033,http://egis3.lacounty.gov/lms/?p=79544,publish,34.0457,-118.21154,2015/11/16 18:53:23+00,cvcswarrior@gmail.com,,6497587.32950789,1839078.9323549
-118.473910055662,34.0248999663933,70599,DOE Private Schools,19649806934657,Education,Private and Charter Schools,,,Crossroads School for Arts and Sciences,1714 21st Street,,Santa Monica,CA,,310-829-7391,,,,79545,"Non-religious, Coeducational, K-12",90404,http://egis3.lacounty.gov/lms/?p=79545,publish,34.0249,-118.47391,2015/11/16 18:53:23+00,ksoutherland@xrds.org,,6418070.85107397,1831780.48205681
